0.000000 0.076006 0.071967 0.091469 0.019960 0.087004 0.073338 0.024446 0.130124 0.066200 0.052810 0.052809 0.083499 0.140432 0.124651 0.155894 0.077305 0.014114 0.104672 0.046811 0.061521 0.042342 0.091469 0.066200 0.083499 0.077305 0.044632 0.019960 0.019960 0.076006 0.076006 0.054663 0.088141 0.113790 0.064678 0.052809 0.058193 0.034572 0.122230 0.019960 0.024446 0.190407 0.108411 0.064678 0.087004 0.083499 0.050889 0.082298 0.042342 0.071967 0.565086 0.510449 0.587723 0.436620 0.535214 0.482152 0.534283 0.331001 0.529226 0.407597 0.381599 0.455598 0.444085 0.522216 0.364238 0.512007 0.484830 0.424827 0.531854 0.406863 0.543890 0.434104 0.571222 0.516269 0.482152 0.507709 0.571222 0.599136 0.498404 0.352001 0.397703 0.381338 0.408573 0.583641 0.481531 0.496802 0.552070 0.510644 0.423418 0.426465 0.467468 0.507513 0.424827 0.336966 0.444981 0.433874 0.441159 0.472132 0.295045 0.431573 0.745905 0.593960 0.748305 0.662002 0.713696 0.860256 0.506924 0.795530 0.712439 0.795906 0.614888 0.637944 0.685071 0.591440 0.623414 0.652913 0.655653 0.880737 0.917189 0.584494 0.722848 0.568601 0.876656 0.580047 0.701450 0.749767 0.561373 0.565615 0.683179 0.719395 0.782783 0.848833 0.688841 0.587214 0.645086 0.817025 0.690430 0.650161 0.549900 0.677028 0.708514 0.654436 0.593960 0.742023 0.724912 0.656867 0.603608 0.629456 0.656412 0.584324 
0.076006 0.000000 0.042342 0.046811 0.085852 0.153965 0.071967 0.059880 0.071967 0.024446 0.122230 0.064678 0.019960 0.095725 0.191970 0.229758 0.148700 0.077305 0.165801 0.118086 0.099801 0.107489 0.110233 0.078583 0.091469 0.031560 0.070570 0.083499 0.070570 0.048892 0.034572 0.095725 0.162157 0.189358 0.019960 0.042342 0.111133 0.085852 0.071967 0.064678 0.074684 0.115528 0.077305 0.095725 0.139006 0.019960 0.119761 0.050889 0.114662 0.014114 0.578155 0.520305 0.597971 0.419162 0.537998 0.478627 0.544805 0.303039 0.534656 0.395946 0.347444 0.457997 0.429259 0.523929 0.361217 0.522216 0.484624 0.419400 0.521070 0.394181 0.549538 0.433874 0.567198 0.516076 0.486470 0.515304 0.575911 0.606242 0.499402 0.341371 0.381076 0.363964 0.402928 0.581076 0.479666 0.507709 0.561550 0.502186 0.423183 0.413420 0.457779 0.511228 0.417018 0.307606 0.437987 0.434562 0.439576 0.474866 0.270015 0.427631 0.753478 0.590091 0.756117 0.664555 0.718564 0.869354 0.491157 0.802635 0.711460 0.811152 0.623734 0.638100 0.691871 0.583471 0.621334 0.660647 0.660948 0.898981 0.921846 0.573311 0.732566 0.564910 0.883785 0.579531 0.711740 0.760714 0.561905 0.568951 0.684780 0.728066 0.789245 0.868667 0.690430 0.588400 0.641835 0.827081 0.700028 0.656412 0.552611 0.685943 0.715926 0.663655 0.590091 0.750962 0.734874 0.663355 0.599801 0.634970 0.665903 0.586196 
0.071967 0.042342 0.000000 0.034572 0.071967 0.153317 0.037342 0.058193 0.061521 0.044632 0.124651 0.052810 0.037342 0.070570 0.192488 0.224052 0.142544 0.073338 0.174580 0.106558 0.117239 0.098798 0.071967 0.091469 0.090373 0.066200 0.071967 0.087004 0.077305 0.042342 0.046811 0.110233 0.148700 0.181297 0.042342 0.044632 0.120590 0.066200 0.050888 0.069144 0.061521 0.130887 0.042342 0.092551 0.135376 0.037342 0.110233 0.019960 0.113790 0.052810 0.603608 0.543341 0.623255 0.445205 0.564204 0.501194 0.566143 0.325540 0.561018 0.416301 0.373686 0.480289 0.459950 0.547541 0.383941 0.547723 0.504561 0.444981 0.549900 0.420349 0.568951 0.459950 0.593793 0.540768 0.512591 0.541137 0.603113 0.630879 0.522597 0.369127 0.407597 0.391137 0.428562 0.604432 0.498204 0.526773 0.586366 0.531667 0.444085 0.437987 0.480911 0.534283 0.443187 0.332203 0.461247 0.456254 0.461895 0.500000 0.294369 0.450984 0.772408 0.611803 0.780362 0.687104 0.740545 0.894316 0.509277 0.827924 0.737445 0.831885 0.645549 0.662453 0.715508 0.605749 0.641369 0.681281 0.683907 0.920332 0.948158 0.599967 0.754931 0.584835 0.909884 0.604268 0.733110 0.784562 0.585686 0.590766 0.707811 0.753478 0.815439 0.890968 0.713278 0.612779 0.665753 0.852580 0.718703 0.678350 0.574005 0.709497 0.737985 0.687104 0.611803 0.772794 0.755590 0.686524 0.625329 0.657927 0.684344 0.606735 
0.091469 0.046811 0.034572 0.000000 0.091469 0.164595 0.046811 0.070570 0.042342 0.044632 0.141139 0.052810 0.037342 0.073338 0.215902 0.242004 0.164595 0.092551 0.186710 0.122230 0.123849 0.113790 0.099801 0.091469 0.076006 0.059880 0.077305 0.101777 0.095725 0.024446 0.031560 0.123849 0.165199 0.201093 0.042342 0.071967 0.141843 0.084684 0.042342 0.082298 0.085852 0.118086 0.042342 0.098798 0.136840 0.037342 0.122230 0.019960 0.130124 0.059880 0.589584 0.526962 0.607719 0.421296 0.546630 0.478835 0.548994 0.298068 0.544073 0.392154 0.346007 0.461247 0.438669 0.527529 0.364238 0.532976 0.482771 0.423418 0.529226 0.397452 0.549357 0.441836 0.573311 0.520113 0.495598 0.525448 0.586366 0.613916 0.502781 0.348588 0.383941 0.367505 0.408086 0.582617 0.475286 0.509081 0.570524 0.511813 0.422947 0.414623 0.456690 0.514917 0.422004 0.305331 0.438669 0.435250 0.440707 0.481738 0.270384 0.429722 0.753081 0.589584 0.763067 0.666501 0.721193 0.877224 0.482771 0.809924 0.717177 0.816415 0.628348 0.642610 0.698034 0.582959 0.620532 0.663505 0.664705 0.905274 0.930129 0.576948 0.738120 0.562613 0.892420 0.584835 0.715508 0.767622 0.566319 0.571222 0.687828 0.736363 0.798155 0.877224 0.693453 0.592617 0.642920 0.837255 0.700455 0.658986 0.554230 0.693022 0.720502 0.671859 0.589584 0.755063 0.738524 0.669780 0.605256 0.639814 0.666052 0.585686 
0.019960 0.085852 0.071967 0.091469 0.000000 0.087004 0.064678 0.031560 0.130124 0.074684 0.059880 0.048892 0.090373 0.137566 0.129356 0.153317 0.077305 0.024446 0.112026 0.037342 0.076006 0.037342 0.079840 0.074684 0.081078 0.089264 0.048892 0.034572 0.039920 0.076006 0.081078 0.070570 0.078583 0.110233 0.073338 0.063119 0.073338 0.019960 0.120589 0.034572 0.024446 0.197595 0.102751 0.064678 0.082298 0.090373 0.042342 0.079840 0.046811 0.084684 0.573137 0.517040 0.595468 0.444309 0.543341 0.487901 0.539846 0.336966 0.537443 0.412455 0.389350 0.461679 0.454285 0.528661 0.370743 0.520113 0.489328 0.432264 0.541136 0.414623 0.548268 0.442287 0.579187 0.523168 0.490345 0.515883 0.579875 0.606407 0.504758 0.360942 0.405638 0.389606 0.416301 0.589753 0.485240 0.501194 0.559596 0.520305 0.428562 0.433415 0.473396 0.513755 0.432725 0.343986 0.451205 0.439349 0.446991 0.479666 0.302381 0.437987 0.749900 0.599302 0.755194 0.667695 0.719257 0.867404 0.510449 0.802759 0.719949 0.801145 0.620692 0.644777 0.691727 0.597138 0.628189 0.658079 0.661701 0.886148 0.924974 0.592281 0.728886 0.573137 0.884348 0.587214 0.706825 0.756380 0.568075 0.571222 0.689275 0.726833 0.790632 0.854913 0.694887 0.593960 0.651232 0.824790 0.694457 0.655653 0.555308 0.683762 0.714394 0.661400 0.599302 0.747639 0.730115 0.663505 0.611151 0.635754 0.660345 0.589077 
0.087004 0.153965 0.153317 0.164595 0.087004 0.000000 0.140432 0.098798 0.205986 0.142544 0.048892 0.114662 0.163989 0.221818 0.095725 0.087004 0.056456 0.083499 0.046811 0.054663 0.076006 0.058193 0.158429 0.095725 0.117239 0.142544 0.091469 0.074684 0.091469 0.143241 0.144625 0.076006 0.064678 0.067688 0.139006 0.136840 0.085852 0.101777 0.200100 0.091469 0.098798 0.265552 0.183481 0.085852 0.052810 0.159056 0.054663 0.158429 0.050889 0.148028 0.509863 0.458214 0.534469 0.415583 0.489735 0.445205 0.480910 0.328585 0.481945 0.381860 0.383162 0.411972 0.421059 0.478419 0.329795 0.459950 0.444085 0.392154 0.500597 0.382120 0.495196 0.394181 0.532228 0.475286 0.436621 0.458214 0.523929 0.548086 0.455380 0.327370 0.377663 0.363143 0.375547 0.542974 0.443187 0.443860 0.499801 0.478002 0.384459 0.400945 0.437987 0.461895 0.393675 0.335187 0.412455 0.393928 0.402927 0.428329 0.290281 0.395946 0.692446 0.554051 0.694744 0.614888 0.663055 0.805237 0.483595 0.743230 0.668292 0.734738 0.561373 0.592953 0.632770 0.555666 0.580733 0.599801 0.605749 0.817391 0.865795 0.552971 0.667247 0.529037 0.823703 0.536515 0.645857 0.694027 0.517040 0.518579 0.636067 0.666501 0.730933 0.784689 0.641525 0.542790 0.605256 0.760975 0.635441 0.599469 0.503771 0.622775 0.655045 0.599801 0.554051 0.687104 0.668887 0.604762 0.562967 0.579015 0.601956 0.538923 
0.073338 0.071967 0.037342 0.046811 0.064678 0.140432 0.000000 0.059880 0.077305 0.067688 0.122230 0.042342 0.069144 0.087004 0.191970 0.210766 0.134638 0.071967 0.170539 0.091469 0.121413 0.084684 0.064678 0.088142 0.077305 0.085852 0.064678 0.088141 0.085852 0.044632 0.059880 0.114662 0.133897 0.170539 0.063119 0.070570 0.129356 0.058193 0.066200 0.073338 0.059880 0.156531 0.044632 0.077305 0.115528 0.063119 0.095725 0.031560 0.109326 0.081078 0.597138 0.534283 0.616344 0.441385 0.558348 0.492574 0.555308 0.321538 0.555487 0.406863 0.373953 0.470864 0.460599 0.539293 0.375813 0.541321 0.493181 0.439803 0.547541 0.416301 0.556383 0.454504 0.588570 0.533910 0.506924 0.535028 0.598304 0.623095 0.513949 0.366691 0.404408 0.388838 0.423183 0.595969 0.485856 0.513949 0.579015 0.529978 0.433874 0.432264 0.473606 0.525448 0.438442 0.330097 0.453626 0.446768 0.452967 0.493383 0.291308 0.443187 0.758747 0.601790 0.771763 0.677322 0.729842 0.886373 0.498404 0.820553 0.731069 0.819703 0.634813 0.654436 0.706402 0.596637 0.629614 0.669334 0.674374 0.908898 0.941517 0.595468 0.744435 0.573311 0.903182 0.596804 0.721745 0.775753 0.577293 0.580390 0.698319 0.746439 0.808939 0.880737 0.703577 0.605091 0.658079 0.845188 0.704849 0.667844 0.563321 0.700313 0.727244 0.677910 0.601790 0.761760 0.743498 0.677028 0.618764 0.648320 0.670375 0.595300 
0.024446 0.059880 0.058193 0.070570 0.031560 0.098798 0.059880 0.000000 0.111133 0.046811 0.070570 0.031560 0.066200 0.127807 0.147354 0.174580 0.098798 0.028228 0.118086 0.059880 0.063119 0.052810 0.094679 0.054663 0.063119 0.058193 0.031560 0.031560 0.031560 0.052810 0.052810 0.063119 0.103716 0.133897 0.044632 0.050889 0.077305 0.037342 0.105619 0.014114 0.034572 0.173435 0.093621 0.059880 0.085852 0.066200 0.059880 0.064678 0.059880 0.058193 0.559596 0.502781 0.581076 0.421532 0.526395 0.469381 0.526206 0.312106 0.521070 0.392408 0.362594 0.445205 0.431111 0.511618 0.352283 0.505547 0.472553 0.412214 0.519922 0.392662 0.533723 0.424123 0.560129 0.505153 0.473606 0.500398 0.563321 0.591271 0.487697 0.339028 0.382641 0.366147 0.396448 0.571745 0.468319 0.488106 0.544988 0.499402 0.411246 0.411972 0.452967 0.497404 0.412214 0.318425 0.431573 0.422004 0.429026 0.462541 0.278012 0.419162 0.736634 0.581590 0.740679 0.651538 0.704284 0.853164 0.490345 0.787603 0.702159 0.790002 0.606899 0.627713 0.677028 0.578327 0.611966 0.644468 0.646320 0.875633 0.909227 0.571222 0.715508 0.556025 0.869240 0.569826 0.693596 0.742693 0.551167 0.555487 0.673044 0.712020 0.775239 0.844716 0.678791 0.576775 0.632770 0.811029 0.681865 0.640748 0.539477 0.669780 0.700455 0.647859 0.581590 0.734060 0.717316 0.649088 0.592785 0.620692 0.647705 0.573137 
0.130124 0.071967 0.061521 0.042342 0.130124 0.205986 0.077305 0.111133 0.000000 0.078583 0.181297 0.094679 0.059880 0.048892 0.252872 0.281926 0.202081 0.130887 0.227580 0.162157 0.163381 0.153317 0.117239 0.128584 0.114662 0.090373 0.117239 0.141843 0.133151 0.066200 0.069144 0.160924 0.204530 0.240352 0.077305 0.098798 0.177409 0.122230 0.019960 0.122230 0.121413 0.088142 0.044632 0.135376 0.177970 0.059880 0.163381 0.050888 0.170539 0.085852 0.618119 0.553691 0.634813 0.435936 0.570699 0.499402 0.575392 0.307606 0.569651 0.408330 0.352001 0.484624 0.456254 0.550624 0.386268 0.560485 0.503968 0.444757 0.547177 0.415343 0.572615 0.465332 0.593960 0.542790 0.520879 0.551889 0.611477 0.639191 0.525448 0.368857 0.399950 0.383681 0.429259 0.602948 0.495196 0.535214 0.597305 0.531479 0.445205 0.431342 0.474447 0.538923 0.442061 0.314649 0.457997 0.458214 0.462541 0.506138 0.282984 0.450763 0.775881 0.608374 0.787856 0.688696 0.743900 0.902630 0.494391 0.834753 0.738390 0.843418 0.653370 0.664105 0.722297 0.599635 0.639036 0.687249 0.688407 0.933976 0.953501 0.593793 0.763197 0.580905 0.917189 0.606407 0.740813 0.794026 0.588231 0.593960 0.709357 0.762283 0.822856 0.907033 0.714812 0.615212 0.662904 0.863145 0.724363 0.682887 0.576602 0.718287 0.744301 0.697034 0.608374 0.779595 0.763067 0.693596 0.625169 0.663505 0.689997 0.607227 
0.066200 0.024446 0.044632 0.044632 0.074684 0.142544 0.067688 0.046811 0.078583 0.000000 0.111133 0.048892 0.024446 0.102751 0.185103 0.219561 0.142544 0.070570 0.155253 0.106558 0.088142 0.098798 0.109326 0.074684 0.073338 0.028228 0.063119 0.071967 0.063119 0.037342 0.024446 0.092551 0.147354 0.177970 0.014114 0.048892 0.106558 0.071967 0.078583 0.052810 0.070570 0.132400 0.078583 0.092551 0.124651 0.037342 0.104672 0.048892 0.102751 0.028228 0.570699 0.513173 0.590766 0.416062 0.532228 0.471710 0.537257 0.300730 0.527718 0.391646 0.346583 0.452087 0.425296 0.516848 0.356499 0.515497 0.477794 0.412455 0.517810 0.389350 0.542790 0.428562 0.561728 0.508494 0.480081 0.508885 0.569476 0.599801 0.493181 0.336966 0.377135 0.359836 0.397703 0.574699 0.472764 0.500000 0.554590 0.498004 0.416301 0.409304 0.451425 0.503968 0.411972 0.305983 0.432264 0.426932 0.432955 0.468319 0.269646 0.421768 0.746973 0.584835 0.749635 0.657473 0.712299 0.862106 0.487289 0.795029 0.705414 0.804123 0.617475 0.632613 0.685943 0.579531 0.617636 0.655045 0.653827 0.890185 0.915667 0.568601 0.726422 0.560129 0.876656 0.574526 0.704567 0.752684 0.556741 0.562790 0.679084 0.720226 0.782528 0.859792 0.685071 0.581419 0.634185 0.821159 0.693596 0.648934 0.546630 0.679964 0.710479 0.658986 0.584835 0.744435 0.729023 0.658684 0.595635 0.629140 0.659440 0.579531 
