0,48
0,40
0,39
0,37
0,28
0,27
0,26
0,21
0,19
0,17
0,7
0,4
1,49
1,45
1,35
1,34
1,30
1,29
1,25
1,12
1,9
1,3
1,2
2,47
2,45
2,42
2,35
2,34
2,30
2,29
2,12
2,9
2,6
2,3
2,1
3,47
3,45
3,42
3,38
3,34
3,30
3,29
3,12
3,9
3,8
3,6
3,2
3,1
4,48
4,46
4,40
4,39
4,37
4,28
4,27
4,26
4,21
4,19
4,17
4,11
4,7
4,0
5,18
5,10
6,47
6,42
6,29
6,11
6,3
6,2
7,40
7,39
7,37
7,34
7,28
7,27
7,26
7,17
7,11
7,9
7,4
7,0
8,42
8,38
8,13
8,3
9,49
9,47
9,45
9,35
9,34
9,30
9,29
9,25
9,12
9,11
9,7
9,3
9,2
9,1
10,48
10,46
10,36
10,27
10,19
10,16
10,5
11,47
11,39
11,37
11,34
11,30
11,29
11,26
11,24
11,9
11,7
11,6
11,4
12,49
12,47
12,45
12,34
12,30
12,29
12,25
12,9
12,3
12,2
12,1
13,42
13,38
13,8
16,10
17,48
17,40
17,39
17,37
17,31
17,28
17,27
17,26
17,21
17,19
17,7
17,4
17,0
18,5
19,48
19,46
19,27
19,21
19,17
19,10
19,4
19,0
20,31
20,27
21,48
21,46
21,43
21,40
21,27
21,26
21,19
21,17
21,4
21,0
23,43
23,26
24,11
25,49
25,45
25,34
25,30
25,12
25,9
25,1
26,43
26,40
26,39
26,28
26,27
26,23
26,21
26,17
26,11
26,7
26,4
26,0
27,48
27,46
27,40
27,39
27,37
27,31
27,28
27,26
27,21
27,20
27,19
27,17
27,10
27,7
27,4
27,0
28,48
28,40
28,39
28,36
28,35
28,31
28,27
28,26
28,17
28,7
28,4
28,0
29,47
29,45
29,34
29,30
29,12
29,11
29,9
29,6
29,3
29,2
29,1
30,49
30,47
30,45
30,34
30,29
30,25
30,12
30,11
30,9
30,3
30,2
30,1
31,36
31,28
31,27
31,20
31,17
32,46
32,33
33,32
34,49
34,47
34,45
34,35
34,30
34,29
34,25
34,12
34,11
34,9
34,7
34,3
34,2
34,1
35,49
35,40
35,34
35,28
35,9
35,2
35,1
36,48
36,31
36,28
36,10
37,40
37,39
37,27
37,17
37,11
37,7
37,4
37,0
38,47
38,42
38,13
38,8
38,3
39,40
39,37
39,28
39,27
39,26
39,17
39,11
39,7
39,4
39,0
40,39
40,37
40,35
40,28
40,27
40,26
40,21
40,17
40,7
40,4
40,0
42,47
42,38
42,13
42,8
42,6
42,3
42,2
43,26
43,23
43,21
45,49
45,47
45,34
45,30
45,29
45,25
45,12
45,9
45,3
45,2
45,1
46,48
46,32
46,27
46,21
46,19
46,10
46,4
47,45
47,42
47,38
47,34
47,30
47,29
47,12
47,11
47,9
47,6
47,3
47,2
48,46
48,36
48,28
48,27
48,21
48,19
48,17
48,10
48,4
48,0
49,45
49,35
49,34
49,30
49,25
49,12
49,9
49,1
50,86
50,52
51,75
51,65
51,56
52,86
52,77
52,76
52,50
53,89
53,80
53,69
54,75
54,58
55,96
55,94
55,90
55,66
56,51
57,93
58,86
58,76
58,75
58,65
58,54
61,96
61,78
63,91
63,78
63,73
65,86
65,75
65,58
65,51
66,84
66,55
67,99
67,92
67,82
68,87
69,92
69,89
69,82
69,81
69,80
69,53
70,138
70,127
71,97
71,82
73,91
73,63
74,97
74,75
75,86
75,74
75,65
75,58
75,54
75,51
76,86
76,58
76,52
77,52
78,97
78,91
78,63
78,61
79,81
80,89
80,81
80,69
80,53
81,80
81,79
81,69
82,99
82,92
82,71
82,69
82,67
83,133
84,66
86,76
86,75
86,65
86,58
86,52
86,50
87,68
88,99
88,96
88,95
88,94
89,94
89,92
89,80
89,69
89,53
90,94
90,55
91,97
91,78
91,73
91,63
92,99
92,94
92,89
92,82
92,69
92,67
93,57
94,99
94,96
94,95
94,92
94,90
94,89
94,88
94,55
95,99
95,96
95,94
95,88
96,99
96,95
96,94
96,88
96,61
96,55
97,91
97,78
97,74
97,71
99,96
99,95
99,94
99,92
99,88
99,82
99,67
101,149
101,142
101,121
101,113
103,137
103,128
103,116
104,132
104,128
105,122
107,130
110,147
111,147
112,140
112,139
113,142
113,121
113,101
115,148
116,137
116,103
120,144
120,143
120,140
120,124
121,142
121,113
121,101
122,105
123,146
123,126
124,143
124,120
125,129
126,138
126,127
126,123
127,149
127,138
127,126
127,70
128,132
128,104
128,103
129,125
130,107
132,128
132,104
133,83
136,148
137,116
137,103
138,149
138,127
138,126
138,70
139,112
140,144
140,143
140,120
140,112
141,145
142,149
142,121
142,113
142,101
143,144
143,140
143,124
143,120
144,143
144,140
144,120
145,141
146,123
147,111
147,110
148,136
148,115
149,142
149,138
149,127
149,101
