0,1,0.062471
0,2,0.059151
0,3,0.075180
0,4,0.016406
0,5,0.071510
0,6,0.060278
0,7,0.020093
0,8,0.106951
0,9,0.054411
0,10,0.043405
0,11,0.043405
0,12,0.068629
0,13,0.115423
0,14,0.102453
0,15,0.128132
0,16,0.063539
0,17,0.011600
0,18,0.086032
0,19,0.038474
0,20,0.050565
0,21,0.034801
0,22,0.075180
0,23,0.054411
0,24,0.068629
0,25,0.063539
0,26,0.036684
0,27,0.016406
0,28,0.016406
0,29,0.062471
0,30,0.062471
0,31,0.044929
0,32,0.072445
0,33,0.093526
0,34,0.053160
0,35,0.043405
0,36,0.047830
0,37,0.028415
0,38,0.100463
0,39,0.016406
0,40,0.020093
0,41,0.156499
0,42,0.089105
0,43,0.053160
0,44,0.071510
0,45,0.068629
0,46,0.968207
0,47,0.067642
0,48,0.034801
0,49,0.118870
0,50,0.466767
0,51,0.566883
0,52,0.268069
0,53,0.690400
0,54,0.636443
0,55,0.390301
0,56,0.439136
0,57,0.299598
0,58,0.434980
0,59,0.335011
0,60,0.313643
0,61,0.374464
0,62,0.365001
0,63,0.429218
0,64,0.299374
0,65,0.420828
0,66,0.398490
0,67,0.349173
0,68,0.437140
0,69,0.334408
0,70,0.447033
0,71,0.356798
0,72,0.469498
0,73,0.424331
0,74,0.396289
0,75,0.417295
0,76,0.469498
0,77,0.492440
0,78,0.409647
0,79,0.289315
0,80,0.326879
0,81,0.313428
0,82,0.335814
0,83,0.479705
0,84,0.395779
0,85,0.408331
0,86,0.453756
0,87,0.419707
0,88,0.348015
0,89,0.350519
0,90,0.384220
0,91,0.417134
0,92,0.349173
0,93,0.276958
0,94,0.365737
0,95,0.356609
0,96,0.362597
0,97,0.388053
0,98,0.242503
0,99,0.354717
0,100,0.613072
0,101,0.488186
0,102,0.615045
0,103,0.544111
0,104,0.586600
0,105,0.707059
0,106,0.416650
0,107,0.653860
0,108,0.585566
0,109,0.654169
0,110,0.505387
0,111,0.524337
0,112,0.563072
0,113,0.486115
0,114,0.512395
0,115,0.536640
0,116,0.538892
0,117,0.723893
0,118,0.753853
0,119,0.480406
0,120,0.594122
0,121,0.467343
0,122,0.720539
0,123,0.476751
0,124,0.576534
0,125,0.616247
0,126,0.461402
0,127,0.464889
0,128,0.561516
0,129,0.591284
0,130,0.643383
0,131,0.697671
0,132,0.566171
0,133,0.482642
0,134,0.530207
0,135,0.671527
0,136,0.567476
0,137,0.534379
0,138,0.451973
